annee,City,State,Region,CA,part_pct,prog,Marge,prog_marge,marge_pct,diff_mag,prog_mag
2017,Chattanooga,Tennessee,South,748.38,0.3,211.28,43.86,-363.11,5.86,0,0.0
2017,Murfreesboro,Tennessee,South,15.99,0.01,11.43,1.0,-80.77,6.25,0,0.0
2017,Clarksville,Tennessee,South,513.5,0.21,-68.59,-13.24,-98.74,-2.58,0,0.0
2014,Texas City,Texas,Central,489.23,0.24,,41.93,,8.57,,
2014,Mesquite,Texas,Central,46.96,0.02,,-89.43,,-190.44,,
2014,League City,Texas,Central,554.17,0.27,,-4.56,,-0.82,,
2014,Plano,Texas,Central,2244.37,1.08,,-373.09,,-16.62,,
2014,El Paso,Texas,Central,2061.97,0.99,,-19.97,,-0.97,,
2014,Beaumont,Texas,Central,459.35,0.22,,58.16,,12.66,,
2014,Lubbock,Texas,Central,25.16,0.01,,-11.32,,-44.99,,
2014,Houston,Texas,Central,17695.46,8.52,,-3085.29,,-17.44,,
2014,Grand Prairie,Texas,Central,84.87,0.04,,-57.73,,-68.02,,
2014,Tyler,Texas,Central,51.18,0.02,,-79.34,,-155.02,,
2014,Carrollton,Texas,Central,153.11,0.07,,18.69,,12.21,,
2014,San Antonio,Texas,Central,14490.93,6.98,,-6100.87,,-42.1,,
2014,,Texas,Central,50625.18,24.38,,-9135.01,,-18.04,,
2014,Dallas,Texas,Central,2621.69,1.26,,-241.29,,-9.2,,
2014,Odessa,Texas,Central,340.12,0.16,,-9.72,,-2.86,,
2014,Cedar Hill,Texas,Central,7.08,0.0,,2.48,,35.03,,
2014,Corpus Christi,Texas,Central,146.19,0.07,,-66.97,,-45.81,,
2014,Fort Worth,Texas,Central,2233.12,1.08,,537.25,,24.06,,
2014,Garland,Texas,Central,8.54,0.0,,-7.48,,-87.59,,
2014,Port Arthur,Texas,Central,5.18,0.0,,1.81,,34.94,,
2014,Laredo,Texas,Central,650.16,0.31,,74.17,,11.41,,
2014,Arlington,Texas,Central,1286.25,0.62,,-120.38,,-9.36,,
2014,Brownsville,Texas,Central,962.75,0.46,,216.88,,22.53,,
2014,Irving,Texas,Central,88.78,0.04,,7.77,,8.75,,
2014,Pasadena,Texas,Central,27.66,0.01,,-3.83,,-13.85,,
2014,Austin,Texas,Central,758.35,0.37,,265.42,,35.0,,
2014,San Marcos,Texas,Central,108.44,0.05,,-19.34,,-17.83,,
2014,Huntsville,Texas,Central,3024.09,1.46,,-68.97,,-2.28,,
2015,Baytown,Texas,Central,10.37,0.01,,3.63,,35.0,,
2015,Amarillo,Texas,Central,3024.48,1.47,,-276.89,,-9.15,,
2015,Allen,Texas,Central,290.21,0.14,,-39.88,,-13.74,,
2015,Carrollton,Texas,Central,351.34,0.17,129.47,-563.25,-3113.64,-160.31,0,0.0
2015,,Texas,Central,34454.96,16.75,-31.94,-2516.18,-72.46,-7.3,-6,-22.22
2015,Frisco,Texas,Central,27.17,0.01,,-1.36,,-5.01,,
2015,Dallas,Texas,Central,3984.13,1.94,51.97,-621.49,157.57,-15.6,0,0.0
2015,Bedford,Texas,Central,20.96,0.01,,6.81,,32.49,,
2015,Fort Worth,Texas,Central,2190.07,1.06,-1.93,70.85,-86.81,3.24,0,0.0
2015,Port Arthur,Texas,Central,697.82,0.34,13371.43,92.93,5034.25,13.32,0,0.0
2015,Houston,Texas,Central,14147.81,6.88,-20.05,129.46,-104.2,0.92,0,0.0
2015,Mcallen,Texas,Central,645.27,0.31,,-160.82,,-24.92,,
2015,Arlington,Texas,Central,2645.02,1.29,105.64,-133.19,10.64,-5.04,0,0.0
2015,Lubbock,Texas,Central,546.79,0.27,2073.25,172.15,-1620.76,31.48,0,0.0
2015,Coppell,Texas,Central,95.84,0.05,,34.74,,36.25,,
2015,Huntsville,Texas,Central,1061.33,0.52,-64.9,-140.58,103.83,-13.25,0,0.0
2015,Grand Prairie,Texas,Central,271.76,0.13,220.21,-23.45,-59.38,-8.63,0,0.0
2015,Haltom City,Texas,Central,269.33,0.13,,51.96,,19.29,,
2015,El Paso,Texas,Central,47.52,0.02,-97.7,-2.04,-89.78,-4.29,0,0.0
2015,Texas City,Texas,Central,301.74,0.15,-38.32,-21.71,-151.78,-7.19,0,0.0
2015,Austin,Texas,Central,795.29,0.39,4.87,80.92,-69.51,10.17,0,0.0
2015,San Antonio,Texas,Central,3030.72,1.47,-79.09,-1174.98,-80.74,-38.77,0,0.0
2016,La Porte,Texas,Central,30.39,0.01,,-32.53,,-107.04,,
2016,Port Arthur,Texas,Central,34.05,0.01,-95.12,11.03,-88.13,32.39,0,0.0
2016,Bryan,Texas,Central,550.82,0.19,,-179.25,,-32.54,,
2016,Fort Worth,Texas,Central,516.93,0.18,-76.4,-81.47,-214.99,-15.76,0,0.0
2016,Round Rock,Texas,Central,4406.07,1.49,,-747.1,,-16.96,,
2016,Dallas,Texas,Central,3859.03,1.31,-3.14,240.71,-138.73,6.24,0,0.0
2016,Richardson,Texas,Central,1288.46,0.44,,-24.49,,-1.9,,
2016,Waco,Texas,Central,23.97,0.01,,2.4,,10.01,,
2016,,Texas,Central,41686.15,14.14,20.99,-5239.65,108.24,-12.57,10,47.62
2016,The Colony,Texas,Central,142.16,0.05,,31.66,,22.27,,
2016,Grand Prairie,Texas,Central,95.32,0.03,-64.92,-19.53,-16.72,-20.49,0,0.0
2016,Houston,Texas,Central,16448.68,5.58,16.26,-3343.98,-2683.02,-20.33,0,0.0
2016,Conroe,Texas,Central,111.67,0.04,,6.98,,6.25,,
2016,Amarillo,Texas,Central,543.25,0.18,-82.04,-74.84,-72.97,-13.78,0,0.0
2016,El Paso,Texas,Central,17.86,0.01,-62.42,4.24,-307.84,23.74,0,0.0
2016,Edinburg,Texas,Central,85.91,0.03,,26.98,,31.4,,
2016,Mcallen,Texas,Central,203.65,0.07,-68.44,10.23,-106.36,5.02,0,0.0
2016,Pharr,Texas,Central,1416.3,0.48,,-216.23,,-15.27,,
2016,San Angelo,Texas,Central,345.32,0.12,,-49.83,,-14.43,,
2016,Arlington,Texas,Central,1150.86,0.39,-56.49,98.57,-174.01,8.56,0,0.0
2016,Deer Park,Texas,Central,6.92,0.0,,-10.39,,-150.14,,
2016,Laredo,Texas,Central,374.18,0.13,-42.45,-128.78,-273.63,-34.42,0,0.0
2016,Irving,Texas,Central,516.72,0.18,482.02,-108.28,-1493.56,-20.96,0,0.0
2016,Huntsville,Texas,Central,1526.57,0.52,43.84,-210.58,49.79,-13.79,0,0.0
2016,Grapevine,Texas,Central,41.53,0.01,,8.77,,21.12,,
2016,Plano,Texas,Central,13.62,0.0,-99.39,3.57,-100.96,26.21,0,0.0
2016,Pasadena,Texas,Central,1842.09,0.62,6559.76,-368.24,9514.62,-19.99,0,0.0
2016,Austin,Texas,Central,1361.59,0.46,71.21,-70.88,-187.59,-5.21,0,0.0
2016,San Antonio,Texas,Central,2227.66,0.76,-26.5,-64.14,-94.54,-2.88,0,0.0
2016,Harlingen,Texas,Central,392.06,0.13,,4.06,,1.04,,
2016,Odessa,Texas,Central,606.21,0.21,78.23,-40.83,320.06,-6.74,0,0.0
2016,Carrollton,Texas,Central,1506.28,0.51,328.72,82.52,-114.65,5.48,0,0.0
2017,Edinburg,Texas,Central,2.37,0.0,-97.24,0.83,-96.92,35.02,0,0.0
2017,Fort Worth,Texas,Central,1662.58,0.57,221.63,-227.9,179.73,-13.71,0,0.0
2017,Carrollton,Texas,Central,189.92,0.06,-87.39,-8.17,-109.9,-4.3,0,0.0
2017,Houston,Texas,Central,16212.81,5.51,-1.43,-3853.74,15.24,-23.77,0,0.0
2017,Amarillo,Texas,Central,205.33,0.07,-62.2,-36.24,-51.58,-17.65,0,0.0
2017,Bryan,Texas,Central,65.84,0.02,-88.05,-34.46,-80.78,-52.34,0,0.0
2017,Lubbock,Texas,Central,20.61,0.01,-96.23,-13.69,-107.95,-66.42,0,0.0
2017,San Angelo,Texas,Central,305.31,0.1,-11.59,-8.72,-82.5,-2.86,0,0.0
2017,Grand Prairie,Texas,Central,560.54,0.19,488.06,15.49,-179.31,2.76,0,0.0
2017,Tyler,Texas,Central,296.02,0.1,478.39,-364.37,359.25,-123.09,0,0.0
2017,Garland,Texas,Central,59.16,0.02,592.74,-24.9,232.89,-42.09,0,0.0
2017,,Texas,Central,43421.76,14.76,4.16,-8838.5,68.68,-20.36,9,29.03
2017,Pasadena,Texas,Central,607.7,0.21,-67.01,31.96,-108.68,5.26,0,0.0
2017,Brownsville,Texas,Central,329.48,0.11,-65.78,-14.81,-106.83,-4.49,0,0.0
2017,Dallas,Texas,Central,9667.08,3.29,150.51,-2224.46,-1024.12,-23.01,0,0.0
2017,Austin,Texas,Central,3142.74,1.07,130.81,-295.86,317.41,-9.41,0,0.0
2017,Round Rock,Texas,Central,447.98,0.15,-89.83,-436.33,-41.6,-97.4,0,0.0
2017,Frisco,Texas,Central,30.34,0.01,11.67,-17.44,1182.35,-57.48,0,0.0
2017,Corpus Christi,Texas,Central,74.35,0.03,-49.14,23.24,-134.7,31.26,0,0.0
2017,Pearland,Texas,Central,495.0,0.17,,39.41,,7.96,,
2017,Harlingen,Texas,Central,79.34,0.03,-79.76,14.07,246.55,17.73,0,0.0
2017,El Paso,Texas,Central,1418.73,0.48,7843.62,-162.14,-3924.06,-11.43,0,0.0
2017,Keller,Texas,Central,6.0,0.0,,2.1,,35.0,,
2017,Coppell,Texas,Central,40.1,0.01,-58.16,6.75,-80.57,16.83,0,0.0
2017,Abilene,Texas,Central,1.39,0.0,,-3.76,,-270.5,,
2017,Pharr,Texas,Central,124.4,0.04,-91.22,-21.33,-90.14,-17.15,0,0.0
2017,Mansfield,Texas,Central,558.88,0.19,,-66.79,,-11.95,,
2017,Plano,Texas,Central,1272.39,0.43,9242.07,-13.54,-479.27,-1.06,0,0.0
2017,Missouri City,Texas,Central,6.37,0.0,,-9.56,,-150.08,,
2017,Bedford,Texas,Central,205.3,0.07,879.48,3.81,-44.05,1.86,0,0.0
2017,Beaumont,Texas,Central,12.77,0.0,-97.22,0.96,-98.35,7.52,0,0.0
2017,Mesquite,Texas,Central,5.18,0.0,-88.97,1.81,-102.02,34.94,0,0.0
2017,Huntsville,Texas,Central,1098.63,0.37,-28.03,-423.3,101.02,-38.53,0,0.0
2017,Arlington,Texas,Central,765.65,0.26,-33.47,-99.38,-200.82,-12.98,0,0.0
2017,League City,Texas,Central,321.2,0.11,-42.04,-26.79,487.5,-8.34,0,0.0
2017,Cedar Hill,Texas,Central,115.3,0.04,1528.53,40.35,1527.02,35.0,0,0.0
2017,Waco,Texas,Central,582.14,0.2,2328.62,-522.5,-21870.83,-89.76,0,0.0
2017,San Antonio,Texas,Central,2094.21,0.71,-5.99,40.94,-163.83,1.95,0,0.0
2017,Odessa,Texas,Central,29.79,0.01,-95.09,-19.16,-53.07,-64.32,0,0.0
2017,Mcallen,Texas,Central,17.8,0.01,-91.26,-13.28,-229.81,-74.61,0,0.0
2017,College Station,Texas,Central,291.04,0.1,,-117.62,,-40.41,,
2014,Pleasant Grove,Utah,West,2126.03,0.72,,576.56,,27.12,,
2014,Salt Lake City,Utah,West,166.44,0.06,,79.89,,48.0,,
2014,,Utah,West,2943.69,1.0,,822.66,,27.95,,
2014,West Jordan,Utah,West,55.5,0.02,,9.99,,18.0,,
2014,Murray,Utah,West,48.4,0.02,,23.23,,48.0,,
2014,Orem,Utah,West,133.13,0.05,,41.43,,31.12,,
2014,Draper,Utah,West,111.93,0.04,,34.7,,31.0,,
2014,Provo,Utah,West,21.98,0.01,,9.89,,45.0,,
2014,Logan,Utah,West,280.28,0.09,,46.96,,16.75,,
2015,Orem,Utah,West,2790.34,1.0,1995.95,449.9,985.93,16.12,0,0.0
2015,,Utah,West,3993.32,1.43,35.66,669.35,-18.64,16.76,-2,-25.0
2015,West Jordan,Utah,West,256.35,0.09,361.89,92.68,827.73,36.15,0,0.0
2015,Lehi,Utah,West,16.78,0.01,,1.68,,10.01,,
2015,Layton,Utah,West,4.96,0.0,,2.33,,46.98,,
2015,Pleasant Grove,Utah,West,12.14,0.0,-99.43,4.1,-99.29,33.77,0,0.0
2015,Provo,Utah,West,912.75,0.33,4052.64,118.66,1099.8,13.0,0,0.0
2016,Orem,Utah,West,58.94,0.02,-97.89,19.1,-95.75,32.41,0,0.0
2016,Provo,Utah,West,44.4,0.01,-95.14,12.43,-89.52,28.0,0,0.0
2016,Lehi,Utah,West,1499.95,0.4,8838.92,449.99,26685.12,30.0,0,0.0
2016,Salt Lake City,Utah,West,219.12,0.06,31.65,95.84,19.96,43.74,0,0.0
2016,,Utah,West,1822.41,0.49,-54.36,577.36,-13.74,31.68,-2,-33.33
2017,,Utah,West,2460.64,0.49,35.02,477.17,-17.35,19.39,1,25.0
2017,Orem,Utah,West,11.68,0.0,-80.18,4.2,-78.01,35.96,0,0.0
2017,Draper,Utah,West,151.72,0.03,35.55,58.03,67.23,38.25,0,0.0
2017,Murray,Utah,West,97.92,0.02,102.31,13.83,-40.46,14.12,0,0.0
2017,Salt Lake City,Utah,West,417.22,0.08,90.41,153.53,60.19,36.8,0,0.0
2017,Provo,Utah,West,1782.1,0.36,3913.74,247.59,1891.87,13.89,0,0.0
2015,Burlington,Vermont,East,5120.1,1.64,,1191.93,,23.28,,
2015,,Vermont,East,5120.1,1.64,,1191.93,,23.28,,
2016,Burlington,Vermont,East,2967.06,0.82,-42.05,789.08,-33.8,26.59,0,0.0
2016,,Vermont,East,2967.06,0.82,-42.05,789.08,-33.8,26.59,0,0.0
2017,,Vermont,East,842.21,0.2,-71.61,263.98,-66.55,31.34,0,0.0
2017,Burlington,Vermont,East,842.21,0.2,-71.61,263.98,-66.55,31.34,0,0.0
2014,,Virginia,South,25802.05,12.42,,5954.67,,23.08,,
2014,Alexandria,Virginia,South,5221.09,2.51,,224.71,,4.3,,
2014,Virginia Beach,Virginia,South,3772.09,1.82,,1607.12,,42.61,,
2014,Waynesboro,Virginia,South,425.67,0.2,,98.93,,23.24,,
2014,Chesapeake,Virginia,South,3256.98,1.57,,690.41,,21.2,,
2014,Springfield,Virginia,South,5779.2,2.78,,1566.8,,27.11,,
2014,Richmond,Virginia,South,440.8,0.21,,59.97,,13.6,,
2014,Newport News,Virginia,South,788.86,0.38,,122.97,,15.59,,
2014,Arlington,Virginia,South,224.44,0.11,,99.17,,44.19,,
2014,Harrisonburg,Virginia,South,4325.67,2.08,,868.21,,20.07,,
2014,Hampton,Virginia,South,1567.25,0.75,,616.38,,39.33,,
2015,Charlottesville,Virginia,South,67.96,0.05,,12.23,,18.0,,
2015,Waynesboro,Virginia,South,2298.9,1.61,440.07,397.94,302.24,17.31,0,0.0
2015,Springfield,Virginia,South,1967.61,1.38,-65.95,720.72,-54.0,36.63,0,0.0
2015,Suffolk,Virginia,South,373.25,0.26,,112.73,,30.2,,
2015,Richmond,Virginia,South,776.3,0.54,76.11,252.06,320.31,32.47,0,0.0
2015,Newport News,Virginia,South,31.12,0.02,-96.06,14.63,-88.1,47.01,0,0.0
2015,Arlington,Virginia,South,3425.8,2.4,1426.38,974.34,882.49,28.44,0,0.0
2015,,Virginia,South,10543.42,7.39,-59.14,2985.79,-49.86,28.32,2,20.0
2015,Chesapeake,Virginia,South,323.36,0.23,-90.07,102.72,-85.12,31.77,0,0.0
2015,Virginia Beach,Virginia,South,182.91,0.13,-95.15,53.04,-96.7,29.0,0,0.0
2015,Hampton,Virginia,South,864.03,0.61,-44.87,261.79,-57.53,30.3,0,0.0
2015,Alexandria,Virginia,South,192.22,0.13,-96.32,69.2,-69.2,36.0,0,0.0
2015,Harrisonburg,Virginia,South,39.96,0.03,-99.08,14.39,-98.34,36.01,0,0.0
2016,Chesapeake,Virginia,South,1911.48,1.02,491.13,388.88,278.58,20.34,0,0.0
2016,Arlington,Virginia,South,9752.62,5.21,184.68,3093.47,217.49,31.72,0,0.0
2016,,Virginia,South,26691.05,14.26,153.15,7851.47,162.96,29.42,-1,-8.33
2016,Newport News,Virginia,South,1872.11,1.0,5915.78,869.52,5843.4,46.45,0,0.0
2016,Richmond,Virginia,South,2185.17,1.17,181.49,717.48,184.65,32.83,0,0.0
2016,Springfield,Virginia,South,8671.34,4.63,340.7,2222.03,208.31,25.62,0,0.0
2016,Hampton,Virginia,South,290.98,0.16,-66.32,75.65,-71.1,26.0,0,0.0
2016,Alexandria,Virginia,South,81.2,0.04,-57.76,12.18,-82.4,15.0,0,0.0
2016,Waynesboro,Virginia,South,334.2,0.18,-85.46,106.51,-73.23,31.87,0,0.0
2016,Suffolk,Virginia,South,158.81,0.08,-57.45,63.35,-43.8,39.89,0,0.0
2016,Salem,Virginia,South,301.45,0.16,,133.64,,44.33,,
2016,Virginia Beach,Virginia,South,1131.69,0.6,518.71,168.76,218.17,14.91,0,0.0
2017,Newport News,Virginia,South,629.86,0.26,-66.36,189.93,-78.16,30.15,0,0.0
2017,Richmond,Virginia,South,1738.99,0.71,-20.42,380.24,-47.0,21.87,0,0.0
2017,Springfield,Virginia,South,210.38,0.09,-97.57,59.02,-97.34,28.05,0,0.0
2017,Salem,Virginia,South,1738.1,0.71,476.58,399.39,198.86,22.98,0,0.0
2017,,Virginia,South,7600.2,3.09,-71.53,1806.01,-77.0,23.76,0,0.0
2017,Chesapeake,Virginia,South,504.9,0.21,-73.59,80.78,-79.23,16.0,0,0.0
2017,Arlington,Virginia,South,963.9,0.39,-90.12,257.11,-91.69,26.67,0,0.0
2017,Alexandria,Virginia,South,25.06,0.01,-69.14,12.53,2.87,50.0,0,0.0
2017,Virginia Beach,Virginia,South,665.44,0.27,-41.2,195.96,16.12,29.45,0,0.0
2017,Charlottesville,Virginia,South,34.65,0.01,-49.01,10.4,-14.96,30.01,0,0.0
2017,Suffolk,Virginia,South,1065.84,0.43,571.14,213.73,237.38,20.05,0,0.0
2017,Harrisonburg,Virginia,South,23.08,0.01,-42.24,6.92,-51.91,29.98,0,0.0
2014,Bellevue,Washington,West,12.96,0.0,,6.22,,47.99,,
2014,Des Moines,Washington,West,2154.0,0.73,,763.35,,35.44,,
2014,,Washington,West,29871.58,10.1,,6607.28,,22.12,,
2014,Edmonds,Washington,West,1549.77,0.52,,379.49,,24.49,,
2014,Olympia,Washington,West,649.6,0.22,,66.31,,10.21,,
2014,Pasco,Washington,West,1771.52,0.6,,235.22,,13.28,,
2014,Kent,Washington,West,201.73,0.07,,81.84,,40.57,,
2014,Seattle,Washington,West,23531.99,7.96,,5074.84,,21.57,,
2015,Olympia,Washington,West,201.57,0.07,-68.97,22.68,-65.8,11.25,0,0.0
2015,Spokane,Washington,West,263.78,0.09,,32.83,,12.45,,
2015,Covington,Washington,West,46.9,0.02,,13.13,,28.0,,
2015,,Washington,West,23415.51,8.36,-21.61,5328.72,-19.35,22.76,-1,-14.29
2015,Des Moines,Washington,West,18.54,0.01,-99.14,8.71,-98.86,46.98,0,0.0
2015,Bellevue,Washington,West,25.52,0.01,96.91,9.42,51.45,36.91,0,0.0
2015,Seattle,Washington,West,22859.21,8.17,-2.86,5241.94,3.29,22.93,0,0.0
2016,Longview,Washington,West,24.85,0.01,,7.7,,30.99,,
2016,Covington,Washington,West,366.78,0.1,682.05,101.98,676.69,27.8,0,0.0
2016,Vancouver,Washington,West,677.2,0.18,,71.79,,10.6,,
2016,Spokane,Washington,West,837.6,0.22,217.54,62.82,91.35,7.5,0,0.0
2016,Bellevue,Washington,West,25.35,0.01,-0.67,7.61,-19.21,30.02,0,0.0
2016,Redmond,Washington,West,12.32,0.0,,5.91,,47.97,,
2016,Des Moines,Washington,West,1281.9,0.34,6814.24,478.28,5391.16,37.31,0,0.0
2016,,Washington,West,19814.28,5.28,-15.38,4209.88,-21.0,21.25,5,83.33
2016,Auburn,Washington,West,4.18,0.0,,1.5,,35.89,,
2016,Edmonds,Washington,West,323.21,0.09,-79.14,148.35,-60.91,45.9,0,0.0
2016,Seattle,Washington,West,16158.72,4.31,-29.31,3320.61,-36.65,20.55,0,0.0
2016,Marysville,Washington,West,102.18,0.03,,3.32,,3.25,,
2017,Spokane,Washington,West,926.54,0.19,10.62,76.58,21.9,8.27,0,0.0
2017,Vancouver,Washington,West,9.64,0.0,-98.58,3.66,-94.9,37.97,0,0.0
2017,Renton,Washington,West,1242.63,0.25,,185.43,,14.92,,
2017,Seattle,Washington,West,56990.82,11.39,252.69,15518.7,367.34,27.23,0,0.0
2017,Kent,Washington,West,1149.52,0.23,469.83,521.25,536.91,45.35,0,0.0
2017,,Washington,West,65539.9,13.1,230.77,17256.78,309.91,26.33,2,18.18
2017,Bellevue,Washington,West,39.79,0.01,56.96,13.8,81.34,34.68,0,0.0
2017,Olympia,Washington,West,169.28,0.03,-16.02,50.64,123.28,29.91,0,0.0
2017,Everett,Washington,West,3.86,0.0,,1.4,,36.27,,
2017,Redmond,Washington,West,42.91,0.01,248.3,14.82,150.76,34.54,0,0.0
2017,Longview,Washington,West,94.36,0.02,279.72,31.19,305.06,33.05,0,0.0
2017,Pasco,Washington,West,429.59,0.09,-75.75,122.3,-48.01,28.47,0,0.0
2017,Bellingham,Washington,West,3790.24,0.76,,610.59,,16.11,,
2017,Edmonds,Washington,West,650.71,0.13,101.33,106.41,-28.27,16.35,0,0.0
2017,Wheeling,West Virginia,East,1209.82,0.28,,185.92,,15.37,,
2017,,West Virginia,East,1209.82,0.28,,185.92,,15.37,,
2014,Eau Claire,Wisconsin,Central,91.68,0.04,,45.84,,50.0,,
2014,Franklin,Wisconsin,Central,392.94,0.19,,43.22,,11.0,,
2014,Wausau,Wisconsin,Central,317.48,0.15,,90.43,,28.48,,
2014,Green Bay,Wisconsin,Central,468.9,0.23,,206.32,,44.0,,
2014,Appleton,Wisconsin,Central,21.56,0.01,,10.35,,48.01,,
2014,,Wisconsin,Central,4847.71,2.33,,1106.74,,22.83,,
2014,Milwaukee,Wisconsin,Central,34.79,0.02,,10.78,,30.99,,
2014,Madison,Wisconsin,Central,3520.36,1.7,,699.79,,19.88,,
2015,Kenosha,Wisconsin,Central,3506.78,1.7,,884.09,,25.21,,
2015,Milwaukee,Wisconsin,Central,4402.37,2.14,12554.12,989.53,9079.31,22.48,0,0.0
2015,Eau Claire,Wisconsin,Central,435.54,0.21,375.07,163.92,257.59,37.64,0,0.0
2015,Superior,Wisconsin,Central,17.12,0.01,,4.96,,28.97,,
2015,,Wisconsin,Central,8361.81,4.06,72.49,2042.51,84.55,24.43,-3,-42.86
2016,Eau Claire,Wisconsin,Central,1085.87,0.37,149.32,209.27,27.67,19.27,0,0.0
2016,Appleton,Wisconsin,Central,1649.75,0.56,7551.9,544.42,5160.1,33.0,0,0.0
2016,Milwaukee,Wisconsin,Central,3680.78,1.25,-16.39,853.42,-13.76,23.19,0,0.0
2016,Franklin,Wisconsin,Central,4377.71,1.48,1014.09,1247.82,2787.14,28.5,0,0.0
2016,Superior,Wisconsin,Central,1282.61,0.43,7391.88,509.12,10164.52,39.69,0,0.0
2016,Waukesha,Wisconsin,Central,54.5,0.02,,14.17,,26.0,,
2016,West Allis,Wisconsin,Central,250.48,0.08,,28.37,,11.33,,
2016,La Crosse,Wisconsin,Central,830.41,0.28,,272.08,,32.76,,
2016,Green Bay,Wisconsin,Central,35.7,0.01,-92.39,11.94,-94.21,33.45,0,0.0
2016,,Wisconsin,Central,13337.62,4.52,59.51,3729.48,82.59,27.96,7,175.0
2016,Madison,Wisconsin,Central,10.07,0.0,-99.71,4.53,-99.35,44.99,0,0.0
2016,Sheboygan,Wisconsin,Central,79.74,0.03,,34.34,,43.06,,
2017,Franklin,Wisconsin,Central,3.6,0.0,-99.92,1.73,-99.86,48.06,0,0.0
2017,Green Bay,Wisconsin,Central,22.72,0.01,-36.36,10.22,-14.41,44.98,0,0.0
2017,Milwaukee,Wisconsin,Central,3292.28,1.12,-10.55,939.35,10.07,28.53,0,0.0
2017,Kenosha,Wisconsin,Central,399.95,0.14,-88.59,143.98,-83.71,36.0,0,0.0
2017,,Wisconsin,Central,5567.47,1.89,-58.26,1523.08,-59.16,27.36,-5,-45.45
2017,Madison,Wisconsin,Central,1816.36,0.62,17937.34,419.33,9156.73,23.09,0,0.0
2017,Eau Claire,Wisconsin,Central,32.56,0.01,-97.0,8.47,-95.95,26.01,0,0.0
2016,Cheyenne,Wyoming,West,1603.14,0.43,,100.2,,6.25,,
2016,,Wyoming,West,1603.14,0.43,,100.2,,6.25,,
